article_id,garment_types,brand,Fabric,Pattern,Collar,Fastening,Neckline,Shape,Length,Fit,Color,sample
OW021C01L-J11,shift_dress,OW Collection,Mesh,Plain,Missing,Missing,Backless,Fitted,Short,Slim Fit,Pink,train
WG021C1FB-I11,evening_dress,WAL G.,Jersey,Plain,Missing,Zip,Low-cut v-neck,Fitted,Short,Slim Fit,Pink,train
F2121C080-I11,shirt_dress,Fransa,Missing,Floral,Missing,Missing,Henley,Straight,Knee-length,Regular Fit,Brown,train
BY221C0IA-K11,casual_dress,b.young,Chiffon,Animal print,Standing collar,Laces,V-neck,Fitted,Long,Loose Fit,Blue,train
N1421C03Q-K11,casual_dress,Noppies,Jersey,Plain,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Blue,train
PAX21C0KP-K11,casual_dress,Paprika,Jersey,Marl,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Blue,val
UP121C1FU-H11,maxi_dress,Ulla Popken,Jersey,Floral,Missing,Button,Scoop neck,Flared,Long,Regular Fit,Beige,val
EV421C1FF-C11,jersey_dress,Even&Odd,Rib,Marl,Standing collar,Missing,Backless,Body-hugging,Calf-length,Skinny Fit,Grey,val
MA321C0YF-I11,shirt_dress,Marc O'Polo,Other,Plain,Turn-down collar,Button,Missing,Flared,Short,Regular Fit,Purple,train
C0R21C01Q-Q11,casual_dress,Catwalk Junkie,Knit,Other,Missing,Laces,Cache-coeur,Flared,Short,Regular Fit,Black,train
MA321C12X-B11,casual_dress,Marc O'Polo,Rib,Marl,Standing collar,Zip,Crew neck,Flared,Calf-length,Regular Fit,Beige,train
S5F21C027-A11,casual_dress,STAUD,Missing,Plain,Missing,Missing,Cache-coeur,Fitted,Calf-length,Regular Fit,White,train
Y0121C2HR-Q11,evening_dress,YAS,Velvet,Plain,Missing,Missing,Cache-coeur,Fitted,Short,Regular Fit,Black,train
MA321C135-T11,casual_dress,Marc O'Polo,Missing,Print,Standing collar,Missing,Low-cut v-neck,Flared,Short,Regular Fit,Black,train
ES929F0BQ-Q11,denim_dress,Esprit Maternity,Denim,Missing,Standing collar,Button,Crew neck,Fitted,Short,Regular Fit,Blue,train
AN121C1KG-L11,jersey_dress,Ana Alcazar,Jersey,Floral,Standing collar,Laces,Backless,Flared,Knee-length,Regular Fit,Green,train
A0F21C0DE-Q11,casual_dress,Abercrombie & Fitch,Jersey,Plain,Missing,Missing,Backless,Fitted,Extra short,Slim Fit,Black,train
NX321C46N-G11,maxi_dress,Next,Chiffon,Plain,Missing,Laces,Backless,Flared,Long,Loose Fit,Red,val
ON321C2MV-B11,knitted_dress,ONLY,Knit,Plain,Standing collar,Missing,Low-cut v-neck,Straight,Knee-length,Regular Fit,Beige,train
MW721C0BT-K11,casual_dress,WEEKEND MaxMara,Jersey,Plain,Missing,Button,Crew neck,Fitted,Short,Regular Fit,Blue,train
OP521C0AE-Q11,jersey_dress,Marc O'Polo DENIM,Jersey,Plain,Standing collar,Missing,Crew neck,Flared,Short,Loose Fit,Black,train
NT521C0ML-A11,occasion_dress,Needle & Thread,Tulle,Missing,Standing collar,Zip,Backless,Fitted,Long,Regular Fit,White,val
NX321C44V-K11,maxi_dress,Next,Missing,Print,Standing collar,Missing,Boat neck,Flared,Long,Regular Fit,Beige,val
WG021C18C-G11,evening_dress,WAL G.,Jersey,Plain,Standing collar,Zip,Backless,Fitted,Knee-length,Skinny Fit,Orange,val
TO121C139-G11,casual_dress,Tommy Hilfiger,Other,Missing,Polo neck,Missing,Missing,Fitted,Calf-length,Regular Fit,Red,train
LQA21C00R-G11,casual_dress,Laurella,Chiffon,Floral,Missing,Missing,Low-cut v-neck,Flared,Short,Regular Fit,Black,train
FOJ21C02N-Q11,occasion_dress,Forever New Petite,Satin,Plain,Missing,Zip,Low-cut v-neck,Fitted,Long,Regular Fit,Black,val
MA321C111-M11,maxi_dress,Marc O'Polo,Jersey,Print,Missing,Missing,Low-cut v-neck,Fitted,Long,Regular Fit,Beige,train
Y0121C2H7-K11,occasion_dress,YAS,Satin,Plain,Missing,Missing,Cache-coeur,Fitted,Long,Regular Fit,Purple,train
WO321C04I-Q11,shift_dress,Won Hundred,Other,Plain,Missing,Zip,Backless,Fitted,Short,Slim Fit,Grey,val
IV321C0DS-Q11,casual_dress,IVY OAK,Chiffon,Plain,Standing collar,Button,Missing,Straight,Calf-length,Regular Fit,Black,train
MQ921C0GH-B11,maxi_dress,MAX&Co.,Satin,Plain,Standing collar,Missing,Low-cut v-neck,Fitted,Long,Slim Fit,Beige,train
M3R21C0AI-Q11,casual_dress,Marc Aurel,Missing,Print,Standing collar,Drawstring fastening,Low-cut v-neck,Flared,Knee-length,Regular Fit,Beige,train
PE321C1R1-Q11,evening_dress,Pieces,Velvet,Plain,Standing collar,Missing,Off-the-shoulder,Body-hugging,Calf-length,Skinny Fit,Black,val
R5921C0HV-Q11,jersey_dress,Ragwear,Jersey,Plain,Missing,Missing,Scoop neck,Straight,Knee-length,Regular Fit,Black,train
ADK21C07B-Q11,knitted_dress,adL,Missing,Plain,Turn-down collar,Zip,Missing,Fitted,Extra short,Regular Fit,Brown,train
ON329F00X-B11,knitted_dress,ONLY MATERNITY,Rib,Marl,Standing collar,Missing,Crew neck,Body-hugging,Knee-length,Slim Fit,Beige,val
P2121C0JF-A11,casual_dress,Part Two,Missing,Print,Standing collar,Laces,Low-cut v-neck,Fitted,Calf-length,Loose Fit,Beige,train
2SM21C089-M11,casual_dress,Smashed Lemon,Chiffon,Plain,Missing,Belt,Low-cut v-neck,Fitted,Short,Regular Fit,Green,val
R5921C0GE-C11,denim_dress,Ragwear,Denim,Marl,Standing collar,Drawstring fastening,Crew neck,Fitted,Short,Regular Fit,Grey,train
VE121C3F7-B11,knitted_dress,Vero Moda,Knit,Marl,Standing collar,Missing,Crew neck,Fitted,Calf-length,Slim Fit,Beige,train
IC221C0LM-K11,shirt_dress,ICHI,Missing,Floral,Standing collar,Missing,Henley,Flared,Knee-length,Regular Fit,Purple,train
NX321C43P-M11,casual_dress,Next,Satin,Plain,Standing collar,Button,Crew neck,Straight,Long,Regular Fit,Brown,train
PE321C1L3-Q11,casual_dress,Pieces,Rib,Plain,Missing,Missing,Scoop neck,Fitted,Extra short,Slim Fit,Black,train
L8321C01G-T11,casual_dress,LASCANA,Missing,Floral,Missing,Missing,Low-cut v-neck,Fitted,Calf-length,Slim Fit,Beige,train
APH21C0D3-M11,casual_dress,Apricot,Chiffon,Plain,Missing,Belt,Cache-coeur,Fitted,Short,Regular Fit,Green,val
M1421C05F-Q11,evening_dress,Mads Nørgaard,Missing,Plain,Standing collar,Missing,Crew neck,Straight,Calf-length,Regular Fit,Black,train
HU721C0OI-Q11,work_dress,HUGO,Tulle,Plain,Other,Zip,Missing,Fitted,Knee-length,Slim Fit,Black,train
KRG21C03Q-Q11,occasion_dress,Kraimod,Missing,Plain,Standing collar,Zip,Low-cut v-neck,Fitted,Long,Slim Fit,Black,val
TU221C03I-T11,casual_dress,TUZZI,Missing,Print,Standing collar,Missing,V-neck,Flared,Short,Regular Fit,Beige,val
V1021C41D-I11,casual_dress,VILA,Satin,Plain,Missing,Missing,Low-cut v-neck,Fitted,Short,Regular Fit,Purple,val
SU221C0XA-A11,maxi_dress,Superdry,Missing,Print,Standing collar,Laces,Backless,Flared,Long,Regular Fit,Silver,val
VEI21G017-Q11,work_dress,Versace Jeans Couture,Denim,Print,Turn-down collar,Button,Missing,Straight,Short,Slim Fit,Yellow,train
VE121C3DX-C11,work_dress,Vero Moda,Rib,Marl,Missing,Belt,Cache-coeur,Fitted,Short,Slim Fit,Grey,train
NX321C49P-B11,casual_dress,Next,Missing,Floral,Ruffle collar,Missing,Missing,Flared,Knee-length,Regular Fit,Beige,train
EV421C1F0-Q11,knitted_dress,Even&Odd,Rib,Marl,Standing collar,Missing,Backless,Body-hugging,Short,Skinny Fit,Black,train
R6721C06N-Q11,knitted_dress,Soft Rebels,Knit,Marl,Polo neck,Missing,Crew neck,Other,Knee-length,Loose Fit,Black,train
V4H21C000-M11,evening_dress,Vaillant,Jersey,Plain,Standing collar,Zip,Missing,Body-hugging,Calf-length,Slim Fit,Grey,val
L5X21C02Z-K11,jersey_dress,LANIUS,Jersey,Striped,Missing,Laces,Cache-coeur,Fitted,Calf-length,Regular Fit,Blue,train
SG721C0DQ-K11,evening_dress,Swing,Chiffon,Plain,Standing collar,Zip,Crew neck,Missing,Knee-length,Missing,Blue,train
VE121C47R-Q11,casual_dress,Vero Moda,Chiffon,Floral,Standing collar,Missing,V-neck,Fitted,Calf-length,Regular Fit,Black,val
ES121C2EJ-A11,evening_dress,Esprit,Chiffon,Floral,Missing,Zip,Cache-coeur,Fitted,Calf-length,Regular Fit,Beige,val
2BE21C0M3-Q11,jersey_dress,Betty Barclay,Jersey,Checked,Standing collar,Zip,Missing,Straight,Knee-length,Regular Fit,Grey,val
DEA21C06Q-Q11,knitted_dress,DESIGNERS REMIX,Rib,Plain,Turn-down collar,Missing,Low-cut v-neck,Body-hugging,Short,Skinny Fit,Black,train
MQ921C0FK-G11,evening_dress,MAX&Co.,Velvet,Plain,Standing collar,Zip,Missing,Fitted,Calf-length,Regular Fit,Purple,train
VM021C0JK-Q11,work_dress,Vero Moda Petite,Jersey,Plain,Standing collar,Missing,Crew neck,Fitted,Short,Regular Fit,Black,val
VEE21C0LL-K11,casual_dress,Vero Moda Curve,Jersey,Floral,Missing,Missing,Low-cut v-neck,Fitted,Short,Regular Fit,Grey,train
S8521C0SR-I11,casual_dress,Street One,Chiffon,Print,Standing collar,Missing,V-neck,Straight,Knee-length,Regular Fit,Purple,val
R9021C00P-K11,evening_dress,Rachel Gilbert,Satin,Plain,Standing collar,Zip,Backless,Fitted,Long,Slim Fit,Blue,val
BEU21C05W-E11,knitted_dress,Bec + Bridge,Knit,Plain,Standing collar,Button,Crew neck,Body-hugging,Long,Slim Fit,Yellow,train
H0721C036-H11,knitted_dress,hessnatur,Knit,Plain,Standing collar,Belt,Crew neck,Fitted,Calf-length,Loose Fit,Orange,train
RHD21C005-E11,knitted_dress,Rhea.,Rib,Plain,Standing collar,Missing,Crew neck,Fitted,Long,Slim Fit,Yellow,train
EA821C047-Q11,occasion_dress,Emporio Armani,Tulle,Plain,Standing collar,Zip,Backless,Fitted,Long,Slim Fit,Black,val
DE121C1C4-A11,casual_dress,Desigual,Missing,Floral,Missing,Missing,Low-cut v-neck,Flared,Calf-length,Regular Fit,Beige,train
BY221C0L1-Q11,casual_dress,b.young,Jersey,Plain,Missing,Belt,Low-cut v-neck,Fitted,Calf-length,Regular Fit,Black,val
UP121C13G-K11,jersey_dress,Ulla Popken,Jersey,Striped,Missing,Missing,Crew neck,Straight,Calf-length,Regular Fit,Beige,train
FAB21C0BL-A11,knitted_dress,faina,Knit,Plain,Standing collar,Missing,Scoop neck,Body-hugging,Long,Slim Fit,Beige,train
DF221C0HS-G11,casual_dress,Diane von Furstenberg,Chiffon,Print,Turn-down collar,Button,Missing,Fitted,Calf-length,Regular Fit,Pink,val
NT521C0PC-A11,occasion_dress,Needle & Thread,Tulle,Floral,Standing collar,Zip,Off-the-shoulder,Fitted,Long,Regular Fit,Beige,train
UR621C00Z-Q11,casual_dress,Urban Classics,Other,Plain,Polo neck,Missing,Missing,Missing,Short,Regular Fit,Brown,train
GE221C0FG-C11,shift_dress,Gestuz,Jersey,Plain,Standing collar,Missing,Crew neck,Fitted,Short,Slim Fit,Beige,train
V1021C3LR-J11,casual_dress,VILA,Chiffon,Floral,Missing,Zip,Backless,Fitted,Calf-length,Regular Fit,Beige,train
BEJ21C1DJ-T11,maxi_dress,Bershka,Jersey,Floral,Missing,Laces,Backless,Flared,Long,Regular Fit,Grey,train
M0921C0J2-A11,occasion_dress,Mascara,Lace,Plain,Missing,Zip,Backless,Flared,Long,Loose Fit,White,train
MI421C0F8-Q11,jersey_dress,Minimum,Jersey,Plain,Standing collar,Missing,Missing,Body-hugging,Calf-length,Skinny Fit,Black,val
MA321C0XY-J11,casual_dress,Marc O'Polo,Missing,Plain,Standing collar,Missing,V-neck,Flared,Short,Loose Fit,Pink,train
LQA21C052-T11,shift_dress,Laurella,Chiffon,Floral,Missing,Zip,Low-cut v-neck,Fitted,Short,Slim Fit,Green,train
KAN21C0AQ-K11,casual_dress,Kaffe Curve,Missing,Plain,Standing collar,Missing,Henley,Straight,Calf-length,Regular Fit,Blue,train
V1021C45G-B11,maxi_dress,VILA,Missing,Striped,Turn-down collar,Button,Low-cut v-neck,Flared,Long,Regular Fit,Beige,train
CHV21C014-J11,evening_dress,CHIARA FERRAGNI,Missing,Plain,Standing collar,Zip,Crew neck,Straight,Extra short,Regular Fit,Pink,train
QM421C0JX-N11,maxi_dress,Marks & Spencer,Jersey,Print,Missing,Missing,Low-cut v-neck,Flared,Long,Regular Fit,Green,train
KA321C171-O11,casual_dress,Kaffe,Knit,Print,Standing collar,Missing,Cache-coeur,Straight,Calf-length,Regular Fit,Beige,train
VEE21C0LP-K11,denim_dress,Vero Moda Curve,Denim,Missing,Turn-down collar,Button,Missing,Missing,Calf-length,Regular Fit,Blue,train
L0J21C0LB-G11,maxi_dress,Live Unlimited London,Missing,Print,Missing,Missing,Low-cut v-neck,Flared,Long,Regular Fit,Pink,train
KA321C18P-K11,shift_dress,Kaffe,Rib,Plain,Standing collar,Missing,Scoop neck,Fitted,Calf-length,Slim Fit,Blue,train
1CI21C00C-E11,casual_dress,Cipo & Baxx,Sweat,Plain,Hood,Missing,Crew neck,Straight,Extra short,Regular Fit,Yellow,train
M6429F139-Q11,knitted_dress,MAMALICIOUS,Knit,Plain,Polo neck,Missing,Missing,Body-hugging,Knee-length,Skinny Fit,Black,val
SU221C0UB-E11,casual_dress,Superdry,Missing,Floral,Missing,Missing,Square neck,Flared,Short,Regular Fit,Brown,train
VE121C46P-K12,denim_dress,Vero Moda,Denim,Missing,Turn-down collar,Button,Missing,Straight,Short,Regular Fit,Blue,val
OY121C0CR-E11,knitted_dress,OYSHO,Knit,Missing,Standing collar,Missing,Backless,Flared,Long,Regular Fit,Beige,train
IR221C06C-Q11,work_dress,Iro,Knit,Plain,Missing,Missing,Low-cut v-neck,Fitted,Short,Slim Fit,Black,train
IC221C0QB-Q11,casual_dress,ICHI,Jersey,Animal print,Standing collar,Zip,Low-cut v-neck,Flared,Calf-length,Regular Fit,Black,train
VM321C0XZ-J11,evening_dress,Vera Mont,Chiffon,Floral,Missing,Zip,Backless,Flared,Knee-length,Regular Fit,Pink,val
S0O21C04W-K11,evening_dress,Swing Curve,Chiffon,Plain,Missing,Zip,Cache-coeur,Fitted,Calf-length,Regular Fit,Blue,val
ES121C2EC-H11,evening_dress,Esprit,Chiffon,Print,Missing,Zip,Backless,Fitted,Knee-length,Regular Fit,Orange,val
APU21C002-T11,evening_dress,April & Alex,Missing,Striped,Missing,Zip,Missing,Cocoon,Knee-length,Slim Fit,Brown,val
MA321C0XX-T11,casual_dress,Marc O'Polo,Satin,Floral,Missing,Missing,V-neck,Flared,Short,Loose Fit,Blue,train
BZ921C00Z-M11,jersey_dress,Beach Time,Jersey,Plain,Standing collar,Missing,Backless,Flared,Calf-length,Regular Fit,Green,train
WG021C0TR-M12,occasion_dress,WAL G.,Jersey,Plain,Missing,Zip,Low-cut v-neck,Fitted,Long,Slim Fit,Green,train
ONR29F024-J11,casual_dress,ONLY MATERNITY,Mesh,Floral,Standing collar,Missing,Crew neck,Straight,Calf-length,Regular Fit,Pink,train
Y0121C0IV-Q11,knitted_dress,YAS,Knit,Plain,Standing collar,Missing,Crew neck,Fitted,Knee-length,Slim Fit,Black,val
L8321C01N-K11,jersey_dress,LASCANA,Jersey,Floral,Missing,Missing,Backless,Straight,Knee-length,Regular Fit,Beige,train
BU321C01L-Q11,jersey_dress,Buffalo,Jersey,Animal print,Missing,Missing,Scoop neck,Flared,Knee-length,Regular Fit,Brown,train
SGF21C008-K11,jersey_dress,Salzhaut,Jersey,Plain,Standing collar,Missing,Crew neck,Straight,Calf-length,Regular Fit,Blue,train
TO721C0H5-C11,casual_dress,TOM TAILOR DENIM,Missing,Checked,Missing,Button,Backless,Straight,Short,Regular Fit,Grey,val
TW321C0GI-B11,maxi_dress,TWINSET,Chiffon,Plain,Missing,Missing,Low-cut v-neck,Straight,Long,Loose Fit,Beige,train
M5921C1BS-K11,casual_dress,Morgan,Jersey,Plain,Missing,Zip,Cache-coeur,Fitted,Short,Regular Fit,Black,train
M4R22E003-I11,casual_dress,Marc Cain,Missing,Plain,Standing collar,Missing,Low-cut v-neck,Straight,Calf-length,Loose Fit,Pink,train
GU121C1HL-B11,knitted_dress,Guess,Rib,Plain,Standing collar,Missing,Missing,Fitted,Extra short,Slim Fit,Beige,train
F2121C094-Q11,knitted_dress,Fransa,Knit,Checked,Standing collar,Missing,Low-cut v-neck,Flared,Knee-length,Regular Fit,Grey,train
TAS21C0GI-B11,casual_dress,TATUUM,Missing,Plain,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Beige,train
L8321C007-T11,maxi_dress,LASCANA,Chiffon,Floral,Standing collar,Missing,Off-the-shoulder,Missing,Long,Regular Fit,Orange,train
GU121C1I4-Q11,shift_dress,Guess,Rib,Plain,Standing collar,Missing,Crew neck,Fitted,Short,Slim Fit,Black,val
P1Y21C02I-Q11,knitted_dress,Proenza Schouler White Label,Knit,Plain,Standing collar,Missing,Crew neck,Fitted,Calf-length,Regular Fit,Black,train
HOW21C00U-K11,jersey_dress,HotSquash,Jersey,Plain,Missing,Missing,Cache-coeur,Missing,Long,Slim Fit,Blue,train
FAB21C09X-Q11,shift_dress,faina,Velvet,Plain,Missing,Missing,Missing,Fitted,Extra short,Slim Fit,Black,val
NX321C457-G11,casual_dress,Next,Jersey,Marl,Missing,Missing,Backless,Flared,Calf-length,Regular Fit,Brown,train
TO121C10C-K12,casual_dress,Tommy Hilfiger,Sweat,Plain,Standing collar,Missing,Crew neck,Straight,Short,Loose Fit,Blue,train
PE321C151-J11,shirt_dress,Pieces,Missing,Plain,Lapel collar,Button,Low-cut v-neck,Fitted,Calf-length,Regular Fit,Pink,val
BY221C0K0-N11,evening_dress,b.young,Velvet,Plain,Missing,Missing,Cache-coeur,Fitted,Short,Slim Fit,Gold,train
M0Y21C0BP-Q11,jersey_dress,MSCH Copenhagen,Jersey,Plain,Standing collar,Missing,Crew neck,Straight,Short,Regular Fit,Black,train
EV421C1H0-Q11,evening_dress,Even&Odd,Jersey,Plain,Standing collar,Missing,Crew neck,Body-hugging,Extra short,Skinny Fit,Black,train
EY121C00Z-Q11,casual_dress,Emilia Lay,Jersey,Floral,Standing collar,Missing,Low-cut v-neck,Straight,Calf-length,Regular Fit,Blue,train
2GU21C0J0-J11,jersey_dress,MARCIANO BY GUESS,Jersey,Plain,Standing collar,Belt,Boat neck,Body-hugging,Knee-length,Skinny Fit,Pink,val
BY121C0CV-Q11,casual_dress,By Malene Birger,Jersey,Plain,Standing collar,Zip,Crew neck,Fitted,Short,Regular Fit,Black,train
DF221C0K5-G11,casual_dress,Diane von Furstenberg,Tulle,Print,Missing,Zip,Low-cut v-neck,Fitted,Knee-length,Regular Fit,Pink,val
S8521C0SM-K11,casual_dress,Street One,Sweat,Plain,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Grey,val
IC221C0NE-G11,casual_dress,ICHI,Chiffon,Floral,Missing,Missing,Low-cut v-neck,Flared,Short,Regular Fit,Pink,train
Y0121C2JQ-A11,evening_dress,YAS,Lace,Plain,Standing collar,Button,Crew neck,Straight,Short,Regular Fit,White,val
F0O21C04U-Q11,casual_dress,Faithfull the brand,Jersey,Plain,Standing collar,Zip,Backless,Fitted,Calf-length,Slim Fit,Black,train
TE421C0OR-T11,evening_dress,Ted Baker,Jersey,Floral,Missing,Zip,Off-the-shoulder,Body-hugging,Calf-length,Skinny Fit,Brown,train
SHI21C0SF-K11,casual_dress,Sheego,Jersey,Print,Standing collar,Missing,Low-cut v-neck,Fitted,Calf-length,Regular Fit,Grey,val
L0J21C0LH-K11,jersey_dress,Live Unlimited London,Jersey,Floral,Missing,Missing,Cache-coeur,Flared,Calf-length,Regular Fit,Blue,train
R5921C0HF-C11,knitted_dress,Ragwear,Knit,Plain,Other,Missing,Missing,Fitted,Knee-length,Skinny Fit,Black,train
M0921C0FJ-K11,occasion_dress,Mascara,Tulle,Plain,Missing,Laces,Backless,Fitted,Long,Regular Fit,Blue,train
KN221C014-O11,casual_dress,KnowledgeCotton Apparel,Missing,Checked,Missing,Missing,V-neck,Fitted,Short,Regular Fit,Brown,train
TO121C12G-K11,casual_dress,Tommy Hilfiger,Jersey,Plain,Missing,Laces,Cache-coeur,Fitted,Knee-length,Slim Fit,Black,val
CIG21C03X-I11,evening_dress,Cinq à Sept,Satin,Plain,Turn-down collar,Button,Missing,Straight,Calf-length,Regular Fit,Pink,val
BZ921C00K-Q11,casual_dress,Beach Time,Jersey,Floral,Standing collar,Missing,Crew neck,Fitted,Short,Slim Fit,Green,train
SU221C0VF-A11,casual_dress,Superdry,Missing,Plain,Standing collar,Zip,Crew neck,Flared,Extra short,Regular Fit,White,train
NX321C460-Q11,casual_dress,Next,Missing,Print,Standing collar,Missing,Backless,Flared,Calf-length,Regular Fit,Black,train
VM321C128-K11,occasion_dress,Vera Mont,Jersey,Plain,Standing collar,Zip,Cache-coeur,Flared,Long,Regular Fit,Blue,val
Y0121C2HW-C11,knitted_dress,YAS,Knit,Marl,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Grey,train
EDD21C13Y-Q11,casual_dress,EDITED,Jersey,Plain,Missing,Belt,Low-cut v-neck,Fitted,Short,Slim Fit,Black,train
NK021C03S-Q11,evening_dress,Norma Kamali,Jersey,Plain,Standing collar,Belt,Off-the-shoulder,Fitted,Calf-length,Slim Fit,Black,val
NX321C46R-K11,casual_dress,Next,Missing,Floral,Missing,Missing,Backless,Flared,Short,Regular Fit,Green,train
2GU21C0IR-B11,shift_dress,MARCIANO BY GUESS,Rib,Plain,Standing collar,Missing,Crew neck,Body-hugging,Short,Skinny Fit,Beige,val
I0621C039-K11,casual_dress,INFLUENCER,Lace,Plain,Missing,Zip,Low-cut v-neck,Fitted,Short,Slim Fit,Blue,train
M0721C01N-Q11,casual_dress,Minus,Missing,Checked,Standing collar,Belt,Crew neck,Missing,Short,Missing,Brown,train
IZ021C04B-L11,maxi_dress,IZIA,Denim,Floral,Standing collar,Missing,Backless,Flared,Long,Regular Fit,Beige,train
ES121C2EJ-I11,evening_dress,Esprit,Chiffon,Floral,Missing,Zip,Cache-coeur,Fitted,Calf-length,Regular Fit,Pink,val
SO221C1CO-N11,knitted_dress,s.Oliver,Rib,Striped,Missing,Missing,Crew neck,Body-hugging,Knee-length,Skinny Fit,Grey,val
4AP21C28X-M11,maxi_dress,Apart,Missing,Plain,Standing collar,Zip,Low-cut v-neck,Flared,Long,Regular Fit,Yellow,train
TU221C03D-Q11,jersey_dress,TUZZI,Jersey,Plain,Standing collar,Zip,Crew neck,Straight,Knee-length,Regular Fit,Black,val
A0F21C0DL-M11,casual_dress,Abercrombie & Fitch,Jersey,Plain,Missing,Missing,Low-cut v-neck,Fitted,Calf-length,Regular Fit,Green,train
M9121C6TW-M11,maxi_dress,Mango,Jersey,Plain,Standing collar,Missing,Boat neck,Straight,Long,Regular Fit,Green,train
JU721C00S-Q11,shift_dress,Juicy Couture,Jersey,Print,Missing,Missing,Missing,Body-hugging,Extra short,Skinny Fit,Black,train
S2Q21C0BE-M11,casual_dress,Studio Untold,Missing,Print,Standing collar,Button,Low-cut v-neck,Straight,Long,Loose Fit,Green,val
N1429F0C0-O11,casual_dress,Noppies,Chiffon,Plain,Standing collar,Zip,Cache-coeur,Fitted,Short,Regular Fit,Pink,train
BG821C014-M11,knitted_dress,Barbour International,Rib,Plain,Polo neck,Missing,Missing,Straight,Knee-length,Loose Fit,Green,train
E3221C008-H11,casual_dress,Elkline,Knit,Striped,Missing,Missing,Crew neck,Straight,Short,Regular Fit,Orange,train
WG021C1CE-G11,evening_dress,WAL G.,Jersey,Plain,Missing,Zip,Backless,Body-hugging,Knee-length,Skinny Fit,Red,train
BU321C01A-O11,jersey_dress,Buffalo,Jersey,Floral,Missing,Missing,Scoop neck,Flared,Knee-length,Regular Fit,Brown,train
MYR21C02K-T11,casual_dress,My Essential Wardrobe,Knit,Print,Standing collar,Belt,Low-cut v-neck,Fitted,Knee-length,Regular Fit,Orange,train
D1E21C044-K11,casual_dress,Dea Kudibal,Missing,Floral,Standing collar,Button,Missing,Flared,Calf-length,Regular Fit,Beige,train
SHI21C087-K11,jersey_dress,Sheego,Jersey,Plain,Standing collar,Missing,Crew neck,Flared,Knee-length,Regular Fit,Blue,val
ONU21C08J-Q11,evening_dress,ONLY Curve,Jersey,Missing,Missing,Missing,Cache-coeur,Fitted,Knee-length,Slim Fit,Blue,train
PE321C1SN-A11,casual_dress,Pieces,Mesh,Floral,Standing collar,Missing,Crew neck,Fitted,Extra short,Slim Fit,Beige,val
